fro-l	0	99	0.17856877523160974
fro-l	100	199	0.35572610761550566
fro-l	200	299	0.4064006255698933
fro-l	300	399	0.3805338727626466
fro-l	400	499	0.31708584581392385
fro-l	500	599	0.32987923729098095
fro-l	600	699	0.30351556591435136
fro-l	700	799	0.47841111606769576
fro-l	800	899	0.27033167874024505
fro-l	900	999	0.2340213082388096
fro-l	1000	1099	0.26489299068021693
fro-l	1100	1199	0.3186090431670181
ins-l	0	99	0.5993080315046698
ins-l	100	199	0.20417047983131464
ins-l	200	299	0.5915145443412887
ins-l	300	399	0.5119922049208837
tem-l	0	99	0.34686571832813134
tem-l	100	199	0.3907407211084768
tem-l	200	299	0.3701049734523786
tem-l	300	399	0.3933925441481181
tem-l	400	499	0.22636498565706092
tem-l	500	599	0.6556611441455515
tem-l	600	699	0.4908939192747385
tem-l	700	799	0.22815856169456686
tem-l	800	899	0.11492013628664106
tem-l	900	999	0.4350236983994066
tem-l	1000	1099	0.7940396784715957
tem-l	1100	1199	0.22339153391669248
tem-l	1200	1299	0.5048209117990988
tem-l	1300	1399	0.940460540355551
tem-l	1400	1499	0.25822336549488933
tem-l	1500	1599	0.1460519205248875
tem-l	1600	1699	0.43217686731854205
par-l	0	99	0.37922644173616216
par-l	100	199	0.31396509364538805
par-l	200	299	0.21002819978854362
par-l	300	399	0.32442494270783717
par-l	400	499	0.4077141047692181
par-l	500	599	0.3582327886747338
par-l	600	699	0.24379046631574194
occ-l	0	99	0.1492678133251686
occ-l	100	199	0.577688669085196
occ-l	200	299	0.7195771762519683
occ-l	300	399	0.6523844042032324
occ-l	400	499	0.2548495106004718
occ-l	500	599	0.3108362090800381
occ-l	600	699	0.5503979424047644
occ-l	700	799	0.3739468777143161
fro-r	0	99	0.1588982437572482
fro-r	100	199	0.30793319759345833
fro-r	200	299	0.38850742540655453
fro-r	300	399	0.3881479503262953
fro-r	400	499	0.2244288126611029
fro-r	500	599	0.3568192614856498
fro-r	600	699	0.31395289589001124
fro-r	700	799	0.2874026437254065
fro-r	800	899	0.21964573827822628
fro-r	900	999	0.17001905501550038
fro-r	1000	1099	0.37259611338721144
fro-r	1100	1199	0.33892789828084136
ins-r	0	99	0.6459764071543801
ins-r	100	199	0.2789625533699264
ins-r	200	299	0.5919624130003518
ins-r	300	399	0.6050005134234056
tem-r	0	99	0.3427902067227123
tem-r	100	199	0.3600397464204345
tem-r	200	299	0.40326705806427343
tem-r	300	399	0.3756636690809649
tem-r	400	499	0.2442207700120109
tem-r	500	599	0.7003823286423415
tem-r	600	699	0.3903494264326732
tem-r	700	799	0.22279637609367434
tem-r	800	899	0.11134975717875098
tem-r	900	999	0.3974021781601494
tem-r	1000	1099	0.8730264173955475
tem-r	1100	1199	0.23050768462071994
tem-r	1200	1299	0.5273218493844675
tem-r	1300	1399	1.0
tem-r	1400	1499	0.3754388017424297
tem-r	1500	1599	0.12309917548849869
tem-r	1600	1699	0.2680590593524464
par-r	0	99	0.3745874806147925
par-r	100	199	0.39762868729823186
par-r	200	299	0.22920009614518416
par-r	300	399	0.3184462204610568
par-r	400	499	0.4216462160861406
par-r	500	599	0.30248715342936017
par-r	600	699	0.25904123542306573
occ-r	0	99	0.1712710002276947
occ-r	100	199	0.5646252849293328
occ-r	200	299	0.6704889642661058
occ-r	300	399	0.630728854285217
occ-r	400	499	0.18976620032303174
occ-r	500	599	0.37000782115106406
occ-r	600	699	0.5727278954416352
occ-r	700	799	0.3575014945078564
