fro-l	0	99	0.8458895705521472
fro-l	100	199	0.18625766871165644
fro-l	200	299	0.05288343558282209
fro-l	300	399	0.07447852760736197
fro-l	400	499	0.20895705521472394
fro-l	500	599	0.06588957055214724
fro-l	600	699	0.15938650306748467
fro-l	700	799	0.08944785276073619
fro-l	800	899	0.33754601226993863
fro-l	900	999	0.31877300613496934
fro-l	1000	1099	0.09226993865030675
fro-l	1100	1199	0.5344785276073619
ins-l	0	99	0.1423312883435583
ins-l	100	199	0.04441717791411043
ins-l	200	299	0.1207361963190184
ins-l	300	399	0.07067484662576687
tem-l	0	99	0.2361963190184049
tem-l	100	199	0.0022085889570552146
tem-l	200	299	0.000245398773006135
tem-l	300	399	0.048834355828220856
tem-l	400	499	0.06147239263803681
tem-l	500	599	0.044171779141104296
tem-l	600	699	0.031042944785276073
tem-l	700	799	0.09607361963190184
tem-l	800	899	0.11300613496932516
tem-l	900	999	0.1558282208588957
tem-l	1000	1099	0.0392638036809816
tem-l	1100	1199	0.04785276073619632
tem-l	1200	1299	0.10748466257668712
tem-l	1300	1399	0.06539877300613497
tem-l	1400	1499	0.07950920245398772
tem-l	1500	1599	0.08539877300613496
tem-l	1600	1699	0.10466257668711657
par-l	0	99	0.4431901840490797
par-l	100	199	0.11607361963190184
par-l	200	299	0.1777914110429448
par-l	300	399	0.129079754601227
par-l	400	499	0.11631901840490798
par-l	500	599	0.15030674846625766
par-l	600	699	0.3382822085889571
occ-l	0	99	0.6050306748466258
occ-l	100	199	0.0705521472392638
occ-l	200	299	0.013865030674846625
occ-l	300	399	0.0792638036809816
occ-l	400	499	0.33570552147239263
occ-l	500	599	0.25079754601226995
occ-l	600	699	0.19680981595092026
occ-l	700	799	0.11361963190184049
fro-r	0	99	1.0
fro-r	100	199	0.16969325153374232
fro-r	200	299	0.0638036809815951
fro-r	300	399	0.06085889570552147
fro-r	400	499	0.17730061349693252
fro-r	500	599	0.06993865030674846
fro-r	600	699	0.1558282208588957
fro-r	700	799	0.0803680981595092
fro-r	800	899	0.3116564417177914
fro-r	900	999	0.2949693251533742
fro-r	1000	1099	0.08723926380368098
fro-r	1100	1199	0.5058895705521472
ins-r	0	99	0.1449079754601227
ins-r	100	199	0.03987730061349693
ins-r	200	299	0.11067484662576688
ins-r	300	399	0.06662576687116564
tem-r	0	99	0.28662576687116564
tem-r	100	199	0.00871165644171779
tem-r	200	299	0.01705521472392638
tem-r	300	399	0.049079754601226995
tem-r	400	499	0.08098159509202454
tem-r	500	599	0.04773006134969325
tem-r	600	699	0.032883435582822085
tem-r	700	799	0.08404907975460123
tem-r	800	899	0.10515337423312883
tem-r	900	999	0.15374233128834355
tem-r	1000	1099	0.03484662576687116
tem-r	1100	1199	0.0392638036809816
tem-r	1200	1299	0.11693251533742331
tem-r	1300	1399	0.051411042944785275
tem-r	1400	1499	0.10073619631901841
tem-r	1500	1599	0.09496932515337424
tem-r	1600	1699	0.14122699386503068
par-r	0	99	0.3973006134969325
par-r	100	199	0.09766871165644171
par-r	200	299	0.17901840490797546
par-r	300	399	0.14809815950920246
par-r	400	499	0.1792638036809816
par-r	500	599	0.14134969325153374
par-r	600	699	0.34208588957055214
occ-r	0	99	0.5895705521472393
occ-r	100	199	0.07779141104294479
occ-r	200	299	0.015460122699386503
occ-r	300	399	0.08993865030674847
occ-r	400	499	0.2907975460122699
occ-r	500	599	0.250920245398773
occ-r	600	699	0.2098159509202454
occ-r	700	799	0.10797546012269939
