fro-l	0	99	0.21949749847423267
fro-l	100	199	0.1305440365313618
fro-l	200	299	0.1952093773468799
fro-l	300	399	0.23416319710981362
fro-l	400	499	0.08451740597477563
fro-l	500	599	0.2227745244267375
fro-l	600	699	0.15909483101591923
fro-l	700	799	0.1490635848472009
fro-l	800	899	0.19656194760031348
fro-l	900	999	0.17094939518191044
fro-l	1000	1099	0.266856642406075
fro-l	1100	1199	0.2041830965115872
ins-l	0	99	0.2168098681184042
ins-l	100	199	0.15953712733847936
ins-l	200	299	0.2686789391175764
ins-l	300	399	0.31114187540104804
tem-l	0	99	0.14344683157751437
tem-l	100	199	0.17243374300080572
tem-l	200	299	0.2777782766388412
tem-l	300	399	0.13423055904678707
tem-l	400	499	0.28804055265282574
tem-l	500	599	0.39445708050940487
tem-l	600	699	0.23003979957965476
tem-l	700	799	0.12282372460950124
tem-l	800	899	0.3060179174949637
tem-l	900	999	0.11414877776305585
tem-l	1000	1099	0.36116472859663123
tem-l	1100	1199	0.16072957334473004
tem-l	1200	1299	0.38272965398469105
tem-l	1300	1399	0.38635054796165064
tem-l	1400	1499	0.3117051610741897
tem-l	1500	1599	0.02631849301587488
tem-l	1600	1699	0.12403598037061546
par-l	0	99	0.22855752341693553
par-l	100	199	0.11777174071001932
par-l	200	299	0.13286636629750154
par-l	300	399	0.1812085688987327
par-l	400	499	0.14660553040498603
par-l	500	599	0.15486285989973528
par-l	600	699	0.19061927305942963
occ-l	0	99	0.042438616392357784
occ-l	100	199	0.6896868241400904
occ-l	200	299	0.5624040045220724
occ-l	300	399	1.0
occ-l	400	499	0.26339588763825234
occ-l	500	599	0.23262374526526064
occ-l	600	699	0.5291576644021614
occ-l	700	799	0.2749501831900091
fro-r	0	99	0.235547163699697
fro-r	100	199	0.1092805762238309
fro-r	200	299	0.24150463439168876
fro-r	300	399	0.1319811394658064
fro-r	400	499	0.0819973910167554
fro-r	500	599	0.18883868001056614
fro-r	600	699	0.15541504060385763
fro-r	700	799	0.15242522506820466
fro-r	800	899	0.16657192511234584
fro-r	900	999	0.18632594307275402
fro-r	1000	1099	0.20826224385822398
fro-r	1100	1199	0.21412820874686259
ins-r	0	99	0.22357277531839687
ins-r	100	199	0.1683664350141929
ins-r	200	299	0.3028575645144214
ins-r	300	399	0.2992824660777263
tem-r	0	99	0.14383286200641632
tem-r	100	199	0.22831728981091032
tem-r	200	299	0.25681613623581345
tem-r	300	399	0.11227480189861626
tem-r	400	499	0.23437915906339607
tem-r	500	599	0.3810844275979509
tem-r	600	699	0.2324313185844082
tem-r	700	799	0.16646277370693824
tem-r	800	899	0.2036528958328058
tem-r	900	999	0.09689787971793963
tem-r	1000	1099	0.32643215056269875
tem-r	1100	1199	0.14219020849671146
tem-r	1200	1299	0.4514104792192348
tem-r	1300	1399	0.3341556938262089
tem-r	1400	1499	0.1722214730615679
tem-r	1500	1599	0.05470784545417596
tem-r	1600	1699	0.1401618250151794
par-r	0	99	0.22955240722682682
par-r	100	199	0.15890501933570594
par-r	200	299	0.12140215754678267
par-r	300	399	0.14506941326240716
par-r	400	499	0.1052651695814052
par-r	500	599	0.13750527149485822
par-r	600	699	0.1638058574062086
occ-r	0	99	0.0378850827116513
occ-r	100	199	0.6151392938484876
occ-r	200	299	0.6711811573831903
occ-r	300	399	0.9848139847855228
occ-r	400	499	0.49061381531400206
occ-r	500	599	0.21172707324589013
occ-r	600	699	0.3946799552607768
occ-r	700	799	0.29731721300601455
