fro-l	0	99	0.9031567619274404
fro-l	100	199	0.6290920202716335
fro-l	200	299	0.5839177481062391
fro-l	300	399	0.5927310931970714
fro-l	400	499	0.7189187662143833
fro-l	500	599	0.6634841697090711
fro-l	600	699	0.687430431763078
fro-l	700	799	0.5786065838762409
fro-l	800	899	0.6862801798172301
fro-l	900	999	0.7590864181079103
fro-l	1000	1099	0.7762089793507515
fro-l	1100	1199	0.858206294453985
ins-l	0	99	0.6671434182310448
ins-l	100	199	0.7412085840368439
ins-l	200	299	0.7191008389641997
ins-l	300	399	0.643182476072286
tem-l	0	99	0.7076886674015915
tem-l	100	199	0.6568232684641814
tem-l	200	299	0.6887895115757208
tem-l	300	399	0.5742460140975196
tem-l	400	499	0.848193683882648
tem-l	500	599	0.6403308256904928
tem-l	600	699	0.588545407055695
tem-l	700	799	0.8525456381013831
tem-l	800	899	0.8297646467253932
tem-l	900	999	0.5637609730660291
tem-l	1000	1099	0.6103511193680895
tem-l	1100	1199	0.7997565397276797
tem-l	1200	1299	0.621079258779329
tem-l	1300	1399	0.5739187506215243
tem-l	1400	1499	0.8006441906535791
tem-l	1500	1599	0.616688645596723
tem-l	1600	1699	0.5524465627514784
par-l	0	99	0.7396270724093194
par-l	100	199	0.5622529899565591
par-l	200	299	0.6796837554573641
par-l	300	399	0.5842072496936295
par-l	400	499	0.5450571798008329
par-l	500	599	0.6267753124465666
par-l	600	699	0.7090616261096601
occ-l	0	99	0.936710296554451
occ-l	100	199	0.8599907849020259
occ-l	200	299	0.8098338244876556
occ-l	300	399	0.8513698070790889
occ-l	400	499	0.8970077987028701
occ-l	500	599	0.7630163905686331
occ-l	600	699	0.8803842331666646
occ-l	700	799	0.7930839487389028
fro-r	0	99	0.852752519323341
fro-r	100	199	0.691044254641739
fro-r	200	299	0.5821405058365617
fro-r	300	399	0.6092291804953329
fro-r	400	499	0.7616027943003644
fro-r	500	599	0.65011596723069
fro-r	600	699	0.6826954719117159
fro-r	700	799	0.6296924143135213
fro-r	800	899	0.6503060244241516
fro-r	900	999	0.8105834517668662
fro-r	1000	1099	0.729799553524273
fro-r	1100	1199	0.8639977224946497
ins-r	0	99	0.6335709844736175
ins-r	100	199	0.6679504508589775
ins-r	200	299	0.6924691293478681
ins-r	300	399	0.6024978071760391
tem-r	0	99	0.7527724317552666
tem-r	100	199	0.7035776735904445
tem-r	200	299	0.6839940153919275
tem-r	300	399	0.5920779474820296
tem-r	400	499	0.871991478873716
tem-r	500	599	0.6208323581460311
tem-r	600	699	0.5990133979533135
tem-r	700	799	0.8201973062404113
tem-r	800	899	1.0
tem-r	900	999	0.5617362112795017
tem-r	1000	1099	0.5996591527735576
tem-r	1100	1199	0.7436917031880955
tem-r	1200	1299	0.6079193870639891
tem-r	1300	1399	0.5735248400202579
tem-r	1400	1499	0.7436093980457782
tem-r	1500	1599	0.7399535796678243
tem-r	1600	1699	0.5886649228217454
par-r	0	99	0.732397531856787
par-r	100	199	0.5529159587894709
par-r	200	299	0.6538393761984741
par-r	300	399	0.5682635376525103
par-r	400	499	0.5267012735937033
par-r	500	599	0.6130519330722675
par-r	600	699	0.6999550078593927
occ-r	0	99	0.8568531062744112
occ-r	100	199	0.8606956803725792
occ-r	200	299	0.8466734200256881
occ-r	300	399	0.8580536139738598
occ-r	400	499	0.880167056461164
occ-r	500	599	0.7201299536549789
occ-r	600	699	0.8803602701082706
occ-r	700	799	0.7774603892846781
